center_2017_10_15_11_59_55_674.jpg,left_2017_10_15_11_59_55_674.jpg,right_2017_10_15_11_59_55_674.jpg,0.0,1.0,0,30.19032
center_2017_10_15_11_59_46_521.jpg,left_2017_10_15_11_59_46_521.jpg,right_2017_10_15_11_59_46_521.jpg,0.0,1.0,0,30.189390000000003
center_2017_10_15_12_00_50_724.jpg,left_2017_10_15_12_00_50_724.jpg,right_2017_10_15_12_00_50_724.jpg,0.0,1.0,0,30.19022
center_2017_10_15_12_00_31_629.jpg,left_2017_10_15_12_00_31_629.jpg,right_2017_10_15_12_00_31_629.jpg,-0.2,1.0,0,30.18341
center_2017_10_15_12_00_46_970.jpg,left_2017_10_15_12_00_46_970.jpg,right_2017_10_15_12_00_46_970.jpg,0.0,1.0,0,30.19029
center_2017_10_15_12_00_34_175.jpg,left_2017_10_15_12_00_34_175.jpg,right_2017_10_15_12_00_34_175.jpg,-0.5000001000000001,1.0,0,30.14541
center_2017_10_15_11_59_41_778.jpg,left_2017_10_15_11_59_41_778.jpg,right_2017_10_15_11_59_41_778.jpg,-0.1,1.0,0,30.18972
center_2017_10_15_12_00_09_949.jpg,left_2017_10_15_12_00_09_949.jpg,right_2017_10_15_12_00_09_949.jpg,-0.45,0.4589348,0,30.02321
center_2017_10_15_12_00_51_022.jpg,left_2017_10_15_12_00_51_022.jpg,right_2017_10_15_12_00_51_022.jpg,0.0,1.0,0,30.19071
center_2017_10_15_12_00_00_130.jpg,left_2017_10_15_12_00_00_130.jpg,right_2017_10_15_12_00_00_130.jpg,0.0,1.0,0,30.19
center_2017_10_15_12_00_14_140.jpg,left_2017_10_15_12_00_14_140.jpg,right_2017_10_15_12_00_14_140.jpg,0.0,1.0,0,30.191340000000004
center_2017_10_15_11_59_36_970.jpg,left_2017_10_15_11_59_36_970.jpg,right_2017_10_15_11_59_36_970.jpg,0.0,1.0,0,30.19073
center_2017_10_15_11_59_30_828.jpg,left_2017_10_15_11_59_30_828.jpg,right_2017_10_15_11_59_30_828.jpg,-0.05,1.0,0,30.189709999999998
center_2017_10_15_11_59_47_647.jpg,left_2017_10_15_11_59_47_647.jpg,right_2017_10_15_11_59_47_647.jpg,-0.15,1.0,0,30.187720000000002
center_2017_10_15_12_00_39_447.jpg,left_2017_10_15_12_00_39_447.jpg,right_2017_10_15_12_00_39_447.jpg,0.0,1.0,0,30.18998
center_2017_10_15_12_00_34_403.jpg,left_2017_10_15_12_00_34_403.jpg,right_2017_10_15_12_00_34_403.jpg,-0.2,1.0,0,30.18344
center_2017_10_15_11_59_40_522.jpg,left_2017_10_15_11_59_40_522.jpg,right_2017_10_15_11_59_40_522.jpg,0.0,1.0,0,30.190209999999997
center_2017_10_15_11_59_16_419.jpg,left_2017_10_15_11_59_16_419.jpg,right_2017_10_15_11_59_16_419.jpg,0.0,1.0,0,30.190109999999997
center_2017_10_15_11_59_19_620.jpg,left_2017_10_15_11_59_19_620.jpg,right_2017_10_15_11_59_19_620.jpg,0.0,1.0,0,30.19029
