image,timestamp,steering
data/IMG/7.jpg,21915,0
data/IMG/11.jpg,22185,0
data/IMG/17.jpg,22605,0
data/IMG/29.jpg,23385,0.027953616032966658
data/IMG/32.jpg,23580,0.07135950028896666
data/IMG/35.jpg,23775,0.1997835288443333
data/IMG/36.jpg,23835,0.217864414056
data/IMG/37.jpg,23910,0.2359559983016667
data/IMG/38.jpg,23970,0.2648896872993333
data/IMG/39.jpg,24030,0.28841035564766665
data/IMG/40.jpg,24105,0.3046815395356666
data/IMG/41.jpg,24165,0.3064912358923333
data/IMG/42.jpg,24240,0.255843900144
data/IMG/43.jpg,24300,0.2413743684686667
data/IMG/44.jpg,24375,0.221483801802
data/IMG/45.jpg,24435,0.194354449709
data/IMG/48.jpg,24615,0
data/IMG/56.jpg,25140,0.257661615809
data/IMG/57.jpg,25200,0.31734404961266666
data/IMG/58.jpg,25275,0.346283088128
data/IMG/59.jpg,25335,0.3788415193556667
data/IMG/60.jpg,25410,0.3969277441503333
data/IMG/61.jpg,25485,0.42405710617700004
data/IMG/62.jpg,25545,0.4457653909925
data/IMG/63.jpg,25620,0.4620446165400001
data/IMG/64.jpg,25695,0.4728920658426667
data/IMG/65.jpg,25755,0.404166519642
data/IMG/66.jpg,25815,0.3083009322486667
data/IMG/67.jpg,25875,0.2648896872993333
data/IMG/69.jpg,26010,0
data/IMG/79.jpg,26685,0
data/IMG/83.jpg,26970,0
data/IMG/92.jpg,27570,0
data/IMG/94.jpg,27705,0
data/IMG/96.jpg,27825,0
data/IMG/103.jpg,28290,0
data/IMG/107.jpg,28560,0
data/IMG/112.jpg,28875,0
data/IMG/118.jpg,29295,0
data/IMG/124.jpg,29700,0
data/IMG/127.jpg,29895,0
data/IMG/130.jpg,30105,0.00959084338197
data/IMG/131.jpg,30165,0.04423015440503333
data/IMG/133.jpg,30300,0.09848885238153332
data/IMG/136.jpg,30495,0.18350164095566668
data/IMG/137.jpg,30555,0.234146306912
data/IMG/138.jpg,30630,0.2648896872993333
data/IMG/139.jpg,30690,0.2829812765123333
data/IMG/140.jpg,30765,0.273938154181
data/IMG/143.jpg,30975,0
data/IMG/152.jpg,31620,0.013210231438266669
data/IMG/155.jpg,31815,0.052373778075
data/IMG/156.jpg,31890,0.10210823764396666
data/IMG/157.jpg,31950,0.18712102870133326
data/IMG/158.jpg,32010,0.20340291659033333
data/IMG/159.jpg,32070,0.10726613551366666
data/IMG/162.jpg,32265,0.09306512524666667
data/IMG/163.jpg,32325,0.114770742754
data/IMG/164.jpg,32385,0.13104728360966664
data/IMG/166.jpg,32520,0.14190544187999998
data/IMG/167.jpg,32580,0.14190544187999998
data/IMG/170.jpg,32775,0.14190544187999998
data/IMG/171.jpg,32835,0.14190544187999998
data/IMG/173.jpg,32985,0.14371513823666668
data/IMG/174.jpg,33045,0.14552483459333335
data/IMG/176.jpg,33180,0.144619986415
data/IMG/179.jpg,33375,0.14371513823666668
data/IMG/184.jpg,33720,0
data/IMG/186.jpg,33855,0
data/IMG/187.jpg,33915,0
data/IMG/190.jpg,34110,0
data/IMG/193.jpg,34290,0
data/IMG/195.jpg,34425,0.08583170175549999
data/IMG/196.jpg,34485,0.0984888523817
data/IMG/199.jpg,34680,0.00027654052246366665
data/IMG/206.jpg,35160,0
data/IMG/212.jpg,35535,0
data/IMG/218.jpg,35955,0.0550883188844
data/IMG/221.jpg,36165,0.109347015619
data/IMG/223.jpg,36300,0.13104728360966664
data/IMG/225.jpg,36435,0.17988225320966664
data/IMG/226.jpg,36510,0.19616414109866667
data/IMG/227.jpg,36570,0.17988493293500002
data/IMG/229.jpg,36705,0.04965923726560001
data/IMG/230.jpg,36765,0.005976808994697001
data/IMG/240.jpg,37470,0.18711567421766664
data/IMG/241.jpg,37530,0.25404223303
data/IMG/242.jpg,37590,0.28841035564766665
