image,timestamp,steering
data/IMG/1.jpg,21120,0
data/IMG/2.jpg,21150,0
data/IMG/3.jpg,21645,0
data/IMG/4.jpg,21720,0
data/IMG/5.jpg,21780,0
data/IMG/6.jpg,21840,0
data/IMG/7.jpg,21915,0
data/IMG/8.jpg,21975,0
data/IMG/9.jpg,22050,0
data/IMG/10.jpg,22110,0
data/IMG/11.jpg,22185,0
data/IMG/12.jpg,22260,0
data/IMG/13.jpg,22335,0
data/IMG/14.jpg,22395,0
data/IMG/15.jpg,22470,0
data/IMG/16.jpg,22530,0
data/IMG/17.jpg,22605,0
data/IMG/18.jpg,22665,0
data/IMG/19.jpg,22725,0
data/IMG/20.jpg,22800,0
data/IMG/21.jpg,22860,0
data/IMG/22.jpg,22920,0
data/IMG/23.jpg,22995,0
data/IMG/24.jpg,23055,0
data/IMG/25.jpg,23130,0
data/IMG/26.jpg,23190,0
data/IMG/27.jpg,23250,0
data/IMG/28.jpg,23325,0
data/IMG/29.jpg,23385,0
data/IMG/30.jpg,23445,0
data/IMG/31.jpg,23520,0
data/IMG/32.jpg,23580,0
data/IMG/33.jpg,23640,0
data/IMG/34.jpg,23715,0
data/IMG/35.jpg,23775,0
data/IMG/36.jpg,23835,0
data/IMG/37.jpg,23910,0
data/IMG/38.jpg,23970,0
data/IMG/39.jpg,24030,0
data/IMG/40.jpg,24105,0
data/IMG/41.jpg,24165,0
data/IMG/42.jpg,24240,0
data/IMG/43.jpg,24300,0
data/IMG/44.jpg,24375,0
data/IMG/45.jpg,24435,0
data/IMG/46.jpg,24495,0
data/IMG/47.jpg,24555,0
data/IMG/48.jpg,24615,0
data/IMG/49.jpg,24675,0
data/IMG/50.jpg,24735,0
data/IMG/51.jpg,24810,0
data/IMG/52.jpg,24870,0
data/IMG/53.jpg,24945,0
data/IMG/54.jpg,25005,0
data/IMG/55.jpg,25065,0
data/IMG/56.jpg,25140,0
data/IMG/57.jpg,25200,0
data/IMG/58.jpg,25275,0
data/IMG/59.jpg,25335,0
data/IMG/60.jpg,25410,0
data/IMG/61.jpg,25485,0
data/IMG/62.jpg,25545,0
data/IMG/63.jpg,25620,0
data/IMG/64.jpg,25695,0
data/IMG/65.jpg,25755,0
data/IMG/66.jpg,25815,0
data/IMG/67.jpg,25875,0
data/IMG/68.jpg,25935,0
data/IMG/69.jpg,26010,0
data/IMG/70.jpg,26070,0
data/IMG/71.jpg,26145,0
data/IMG/72.jpg,26205,0
data/IMG/73.jpg,26265,0
data/IMG/74.jpg,26325,0
data/IMG/75.jpg,26400,0
data/IMG/76.jpg,26475,0
data/IMG/77.jpg,26550,0
data/IMG/78.jpg,26625,0
data/IMG/79.jpg,26685,0
data/IMG/80.jpg,26760,0
data/IMG/81.jpg,26835,0
data/IMG/82.jpg,26910,0
data/IMG/83.jpg,26970,0
data/IMG/84.jpg,27045,0
data/IMG/85.jpg,27120,0
data/IMG/86.jpg,27180,0
data/IMG/87.jpg,27240,0
data/IMG/88.jpg,27315,0
data/IMG/89.jpg,27375,0
data/IMG/90.jpg,27435,0
data/IMG/91.jpg,27510,0
data/IMG/92.jpg,27570,0
data/IMG/93.jpg,27630,0
data/IMG/94.jpg,27705,0
data/IMG/95.jpg,27765,0
data/IMG/96.jpg,27825,0
data/IMG/97.jpg,27885,0
data/IMG/98.jpg,27960,0
data/IMG/99.jpg,28035,0
data/IMG/100.jpg,28095,0
data/IMG/101.jpg,28170,0
data/IMG/102.jpg,28230,0
data/IMG/103.jpg,28290,0
data/IMG/104.jpg,28365,0
data/IMG/105.jpg,28425,0
data/IMG/106.jpg,28500,0
data/IMG/107.jpg,28560,0
data/IMG/108.jpg,28620,0
data/IMG/109.jpg,28695,0
